Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Warehouse,Region,Quantity_Ordered,Quantity_Sold,Unit_Cost,Unit_Price,Inventory_Level,Reorder_Level,Lead_Time_Days,Delivery_Days,Order_Status,Shipping_Cost,Defective_Units
ORD114044,2025-03-28,P016,Laptop Sleeve,Accessories,S002,Prime Components,Bengaluru WH,South,15,13,328.25,668.17,40,31,7,8,Completed,139.97,0
ORD114045,2025-09-14,P005,Power Bank,Electronics,S002,Prime Components,Bengaluru WH,South,16,12,696.51,1189.15,65,25,3,1,Completed,227.79,0
ORD114046,2025-08-31,P020,Yoga Mat,Sports,S008,Apex Supplies,Bengaluru WH,South,12,0,453.86,796.17,83,26,12,,Cancelled,115.48,0
ORD114047,2025-03-03,P019,Running Shoes,Sports,S002,Prime Components,Delhi WH,North,10,10,1777.88,2948.0,10,19,15,14,Completed,105.68,0
ORD114048,2025-01-13,P010,Desk Lamp,Furniture,S007,Global Goods India,Delhi WH,North,10,8,647.88,1115.4,59,26,7,7,Completed,106.11,0
ORD114049,2025-03-14,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Delhi WH,North,10,8,82.59,145.96,41,34,6,7,Completed,170.19,0
ORD114050,2025-05-19,P006,LED Monitor,Electronics,S004,Reliable Traders,Pune WH,West,7,1,7139.41,9892.77,3,6,8,,Pending,87.67,0
ORD114051,2025-04-03,P017,Water Bottle,Accessories,S007,Global Goods India,Delhi WH,North,24,1,180.57,351.65,63,32,12,,Pending,250.24,0
ORD114052,2025-07-24,P019,Running Shoes,Sports,S001,TechSource India,Delhi WH,North,12,11,1824.02,2975.43,15,12,11,14,Completed,135.13,0
ORD114053,2025-06-23,P017,Water Bottle,Accessories,S006,National Distributors,Hyderabad WH,South,21,21,181.53,364.91,22,40,6,8,Completed,279.02,0
ORD114054,2025-05-23,P009,Bookshelf,Furniture,S004,Reliable Traders,Mumbai WH,West,5,4,2857.88,4066.71,8,5,7,8,Completed,109.91,0
ORD114055,2025-05-06,P001,Wireless Mouse,Electronics,S007,Global Goods India,Hyderabad WH,South,9,9,82.71,150.27,66,33,5,3,Completed,102.87,0
ORD114056,2025-09-21,P011,Notebook Pack,Stationery,S008,Apex Supplies,Hyderabad WH,South,18,15,92.61,178.21,60,30,10,10,Completed,150.75,0
ORD114057,2025-02-01,P008,Study Table,Furniture,S006,National Distributors,Pune WH,West,5,0,3213.57,5082.92,17,8,12,,Pending,63.02,0
ORD114058,2025-05-09,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Hyderabad WH,South,7,6,1436.86,2360.93,31,16,2,1,Completed,120.25,0
ORD114059,2025-04-08,P002,Mechanical Keyboard,Electronics,S008,Apex Supplies,Hyderabad WH,South,8,7,1530.65,2305.01,35,15,2,1,Completed,80.41,0
ORD114060,2025-10-09,P003,USB-C Cable,Electronics,S007,Global Goods India,Hyderabad WH,South,21,0,124.49,242.71,121,44,15,,Cancelled,222.63,0
ORD114061,2025-10-29,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Hyderabad WH,South,10,0,912.68,1607.2,14,14,9,,Cancelled,111.59,0
ORD114062,2025-11-04,P015,Backpack,Accessories,S002,Prime Components,Mumbai WH,West,15,15,681.93,1362.15,48,24,7,5,Completed,139.28,1
ORD114063,2025-07-08,P008,Study Table,Furniture,S008,Apex Supplies,Pune WH,West,2,2,3165.23,4930.67,10,5,12,15,Completed,56.2,0
ORD114064,2025-12-01,P010,Desk Lamp,Furniture,S007,Global Goods India,Delhi WH,North,16,13,670.83,1095.65,52,20,5,6,Completed,235.27,0
ORD114065,2025-12-11,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Bengaluru WH,South,51,1,55.61,105.13,28,60,4,,Pending,380.8,0
ORD114066,2025-11-28,P019,Running Shoes,Sports,S008,Apex Supplies,Hyderabad WH,South,9,9,1814.0,2881.07,33,17,12,13,Completed,150.45,1
ORD114067,2025-04-11,P015,Backpack,Accessories,S004,Reliable Traders,Bengaluru WH,South,9,9,744.97,1302.94,90,26,10,13,Completed,167.4,0
ORD114068,2025-05-13,P013,Marker Set,Stationery,S007,Global Goods India,Pune WH,West,19,15,107.93,194.54,99,35,15,17,Completed,267.09,0
ORD114069,2025-04-06,P015,Backpack,Accessories,S005,Urban Supply Co,Bengaluru WH,South,19,0,739.34,1317.81,30,20,8,,Cancelled,218.92,0
ORD114070,2025-08-28,P015,Backpack,Accessories,S006,National Distributors,Mumbai WH,West,13,11,670.62,1314.07,34,14,15,13,Completed,177.25,0
ORD114071,2025-06-04,P014,Printer Paper,Stationery,S001,TechSource India,Hyderabad WH,South,19,17,204.4,351.88,50,35,3,3,Completed,184.51,3
ORD114072,2025-08-21,P011,Notebook Pack,Stationery,S008,Apex Supplies,Delhi WH,North,30,24,87.34,179.98,88,47,12,10,Completed,417.84,1
ORD114073,2025-01-29,P012,Ball Pen Pack,Stationery,S002,Prime Components,Hyderabad WH,South,19,17,55.78,103.26,37,64,2,2,Completed,248.31,0
ORD114074,2025-04-26,P010,Desk Lamp,Furniture,S002,Prime Components,Delhi WH,North,9,8,638.19,1066.14,24,19,11,9,Completed,122.13,0
ORD114075,2025-12-22,P008,Study Table,Furniture,S004,Reliable Traders,Pune WH,West,6,5,3401.15,4957.5,27,8,8,7,Completed,66.97,0
ORD114076,2025-05-12,P005,Power Bank,Electronics,S007,Global Goods India,Hyderabad WH,South,5,0,730.64,1151.75,12,20,13,,Cancelled,63.2,0
ORD114077,2025-04-10,P007,Office Chair,Furniture,S007,Global Goods India,Pune WH,West,10,8,4719.19,6985.46,19,7,8,7,Completed,134.27,1
ORD114078,2025-08-15,P010,Desk Lamp,Furniture,S006,National Distributors,Mumbai WH,West,15,14,669.32,1101.67,32,25,3,4,Completed,208.18,0
ORD114079,2025-12-29,P012,Ball Pen Pack,Stationery,S007,Global Goods India,Pune WH,West,28,24,55.93,96.81,120,74,5,8,Completed,346.28,0
ORD114080,2025-02-21,P011,Notebook Pack,Stationery,S006,National Distributors,Pune WH,West,15,15,93.55,175.54,47,34,10,11,Completed,190.7,0
ORD114081,2025-05-16,P002,Mechanical Keyboard,Electronics,S002,Prime Components,Hyderabad WH,South,12,12,1513.63,2301.58,35,15,9,9,Completed,96.53,0
ORD114082,2025-11-20,P007,Office Chair,Furniture,S007,Global Goods India,Pune WH,West,9,9,4683.04,7350.36,19,9,9,8,Completed,110.01,1
ORD114083,2025-12-14,P008,Study Table,Furniture,S003,Metro Wholesale,Pune WH,West,5,4,3215.33,4802.48,9,6,8,6,Completed,96.52,0
ORD114084,2025-11-15,P015,Backpack,Accessories,S005,Urban Supply Co,Pune WH,West,12,9,723.94,1252.24,35,15,5,6,Completed,155.44,0
ORD114085,2025-05-10,P007,Office Chair,Furniture,S005,Urban Supply Co,Delhi WH,North,3,3,5070.04,6750.66,12,11,14,15,Completed,75.95,0
ORD114086,2025-07-12,P001,Wireless Mouse,Electronics,S004,Reliable Traders,Mumbai WH,West,19,17,82.23,142.79,81,34,13,15,Completed,146.31,1
ORD114087,2025-11-15,P002,Mechanical Keyboard,Electronics,S003,Metro Wholesale,Delhi WH,North,11,10,1534.66,2208.51,35,12,10,10,Completed,170.17,0
ORD114088,2025-06-03,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Mumbai WH,West,28,22,90.33,176.84,43,36,11,13,Completed,182.2,0
ORD114089,2025-11-20,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Mumbai WH,West,18,16,119.83,248.15,112,33,5,8,Completed,262.79,0
ORD114090,2025-09-12,P011,Notebook Pack,Stationery,S008,Apex Supplies,Pune WH,West,25,22,84.53,179.39,87,49,14,13,Completed,298.42,0
ORD114091,2025-03-10,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Mumbai WH,West,16,14,53.86,103.99,119,58,6,9,Completed,252.8,1
ORD114092,2025-03-16,P019,Running Shoes,Sports,S004,Reliable Traders,Mumbai WH,West,11,11,1693.57,2968.95,43,16,13,13,Completed,190.47,0
ORD114093,2025-08-01,P014,Printer Paper,Stationery,S006,National Distributors,Hyderabad WH,South,20,17,203.6,343.02,52,23,3,2,Completed,262.68,0
ORD114094,2025-07-25,P001,Wireless Mouse,Electronics,S002,Prime Components,Bengaluru WH,South,14,12,84.97,146.81,32,23,12,15,Completed,122.87,0
ORD114095,2025-11-16,P008,Study Table,Furniture,S002,Prime Components,Bengaluru WH,South,4,1,3096.24,5123.12,4,7,4,,Pending,97.96,0
ORD114096,2025-04-15,P016,Laptop Sleeve,Accessories,S002,Prime Components,Hyderabad WH,South,3,0,330.4,700.58,70,20,3,,Cancelled,61.19,0
ORD114097,2025-09-20,P005,Power Bank,Electronics,S001,TechSource India,Bengaluru WH,South,18,18,677.52,1212.32,34,14,3,2,Completed,249.03,1
ORD114098,2025-12-02,P019,Running Shoes,Sports,S004,Reliable Traders,Hyderabad WH,South,13,10,1919.62,3003.32,23,13,10,10,Completed,166.31,0
ORD114099,2025-09-15,P011,Notebook Pack,Stationery,S001,TechSource India,Mumbai WH,West,24,23,85.83,175.25,128,40,14,13,Completed,177.8,0
ORD114100,2025-06-24,P002,Mechanical Keyboard,Electronics,S004,Reliable Traders,Hyderabad WH,South,9,9,1477.68,2369.72,53,17,3,4,Completed,108.0,0
ORD114101,2025-12-11,P004,Bluetooth Speaker,Electronics,S005,Urban Supply Co,Pune WH,West,12,11,960.04,1620.52,25,16,5,4,Completed,169.4,0
ORD114102,2025-07-04,P018,Desk Organizer,Accessories,S003,Metro Wholesale,Bengaluru WH,South,19,19,135.95,291.16,33,35,10,10,Completed,176.97,1
ORD114103,2025-06-06,P020,Yoga Mat,Sports,S003,Metro Wholesale,Bengaluru WH,South,10,6,460.28,806.59,55,34,11,14,Completed,165.98,0
ORD114104,2025-10-05,P017,Water Bottle,Accessories,S005,Urban Supply Co,Hyderabad WH,South,19,19,182.58,336.85,85,46,6,5,Completed,129.28,1
ORD114105,2025-02-23,P006,LED Monitor,Electronics,S005,Urban Supply Co,Mumbai WH,West,8,8,7491.71,10295.08,20,8,7,6,Completed,159.43,0
ORD114106,2025-10-13,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Mumbai WH,West,20,17,349.01,709.44,18,24,10,10,Completed,293.28,0
ORD114107,2025-03-28,P004,Bluetooth Speaker,Electronics,S008,Apex Supplies,Mumbai WH,West,9,1,918.16,1533.24,52,16,5,,Pending,117.13,0
ORD114108,2025-03-27,P008,Study Table,Furniture,S002,Prime Components,Delhi WH,North,3,3,3187.61,4880.35,16,9,7,5,Completed,74.76,0
ORD114109,2025-02-10,P014,Printer Paper,Stationery,S003,Metro Wholesale,Mumbai WH,West,18,16,198.21,353.48,96,40,6,5,Completed,123.3,0
ORD114110,2025-08-10,P020,Yoga Mat,Sports,S005,Urban Supply Co,Bengaluru WH,South,20,19,441.74,794.79,72,33,8,9,Completed,130.74,1
ORD114111,2025-02-17,P010,Desk Lamp,Furniture,S002,Prime Components,Delhi WH,North,11,10,636.04,1059.5,10,22,13,13,Completed,121.03,0
ORD114112,2025-11-12,P011,Notebook Pack,Stationery,S006,National Distributors,Mumbai WH,West,31,25,89.88,176.15,70,56,6,6,Completed,263.84,0
ORD114113,2025-01-23,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Mumbai WH,West,9,8,912.8,1680.0,49,19,14,17,Completed,162.28,0
ORD114114,2025-05-31,P009,Bookshelf,Furniture,S003,Metro Wholesale,Pune WH,West,4,3,2868.37,4381.41,2,5,4,6,Completed,79.37,0
ORD114115,2025-06-04,P001,Wireless Mouse,Electronics,S008,Apex Supplies,Pune WH,West,16,14,90.33,149.08,52,23,4,7,Completed,193.68,1
ORD114116,2025-02-10,P017,Water Bottle,Accessories,S006,National Distributors,Hyderabad WH,South,16,13,179.95,338.84,69,41,10,13,Completed,141.06,0
ORD114117,2025-11-25,P001,Wireless Mouse,Electronics,S005,Urban Supply Co,Hyderabad WH,South,21,17,88.15,148.52,83,36,10,12,Completed,254.2,0
ORD114118,2025-11-13,P014,Printer Paper,Stationery,S001,TechSource India,Pune WH,West,18,13,206.77,355.81,34,43,12,12,Completed,183.85,0
ORD114119,2025-12-15,P005,Power Bank,Electronics,S007,Global Goods India,Bengaluru WH,South,12,12,756.16,1185.35,64,25,7,9,Completed,124.22,1
ORD114120,2025-11-23,P010,Desk Lamp,Furniture,S004,Reliable Traders,Pune WH,West,21,20,607.66,1122.45,41,21,9,8,Completed,262.93,1
ORD114121,2025-02-10,P005,Power Bank,Electronics,S007,Global Goods India,Hyderabad WH,South,18,16,720.87,1245.97,24,19,13,12,Completed,215.11,0
ORD114122,2025-02-25,P009,Bookshelf,Furniture,S007,Global Goods India,Delhi WH,North,5,4,2680.94,4370.34,2,5,2,1,Completed,81.57,0
ORD114123,2025-12-07,P011,Notebook Pack,Stationery,S008,Apex Supplies,Delhi WH,North,30,25,93.97,172.89,28,51,12,13,Completed,405.99,1
ORD114124,2025-03-20,P013,Marker Set,Stationery,S001,TechSource India,Mumbai WH,West,19,0,108.15,193.12,82,31,3,,Cancelled,169.28,0
ORD114125,2025-08-21,P019,Running Shoes,Sports,S007,Global Goods India,Mumbai WH,West,7,6,1870.33,2849.44,34,15,6,4,Completed,105.57,1
ORD114126,2025-03-29,P007,Office Chair,Furniture,S006,National Distributors,Hyderabad WH,South,9,7,4955.15,7023.44,3,7,10,8,Completed,96.84,0
ORD114127,2025-09-25,P012,Ball Pen Pack,Stationery,S003,Metro Wholesale,Bengaluru WH,South,35,30,53.83,101.05,58,42,12,12,Completed,248.88,1
ORD114128,2025-10-31,P018,Desk Organizer,Accessories,S007,Global Goods India,Bengaluru WH,South,19,19,142.66,310.64,17,25,7,10,Completed,175.62,1
ORD114129,2025-02-17,P005,Power Bank,Electronics,S005,Urban Supply Co,Hyderabad WH,South,18,16,696.15,1199.26,53,27,5,7,Completed,215.48,1
ORD114130,2025-12-14,P017,Water Bottle,Accessories,S006,National Distributors,Hyderabad WH,South,20,18,184.39,365.26,103,35,10,11,Completed,151.95,1
ORD114131,2025-05-13,P019,Running Shoes,Sports,S008,Apex Supplies,Mumbai WH,West,3,3,1837.5,3070.73,20,17,5,8,Completed,74.49,0
ORD114132,2025-05-24,P017,Water Bottle,Accessories,S005,Urban Supply Co,Pune WH,West,22,21,188.23,352.39,19,37,5,4,Completed,137.54,0
ORD114133,2025-12-24,P012,Ball Pen Pack,Stationery,S006,National Distributors,Mumbai WH,West,26,21,55.59,99.49,201,58,8,8,Completed,367.11,1
ORD114134,2025-12-07,P015,Backpack,Accessories,S007,Global Goods India,Delhi WH,North,14,14,701.77,1268.2,8,16,3,1,Completed,229.13,0
ORD114135,2025-08-30,P011,Notebook Pack,Stationery,S007,Global Goods India,Pune WH,West,17,16,87.07,176.66,150,52,5,8,Completed,217.51,0
ORD114136,2025-01-08,P012,Ball Pen Pack,Stationery,S006,National Distributors,Mumbai WH,West,33,30,55.43,93.44,85,47,6,4,Completed,330.45,2
ORD114137,2025-05-04,P020,Yoga Mat,Sports,S008,Apex Supplies,Hyderabad WH,South,11,11,426.11,802.68,70,34,9,8,Completed,164.48,0
ORD114138,2025-05-25,P004,Bluetooth Speaker,Electronics,S008,Apex Supplies,Bengaluru WH,South,11,10,916.42,1627.29,29,15,10,13,Completed,125.39,0
ORD114139,2025-11-25,P016,Laptop Sleeve,Accessories,S005,Urban Supply Co,Mumbai WH,West,21,19,350.73,730.64,64,21,11,9,Completed,296.81,0
ORD114140,2025-02-12,P011,Notebook Pack,Stationery,S001,TechSource India,Bengaluru WH,South,21,1,93.65,176.71,55,53,5,,Pending,170.09,0
ORD114141,2025-11-19,P003,USB-C Cable,Electronics,S006,National Distributors,Hyderabad WH,South,26,22,122.57,242.56,16,33,10,8,Completed,271.74,0
ORD114142,2025-12-25,P013,Marker Set,Stationery,S003,Metro Wholesale,Mumbai WH,West,22,0,108.16,199.69,81,25,13,,Cancelled,241.64,0
ORD114143,2025-03-26,P016,Laptop Sleeve,Accessories,S005,Urban Supply Co,Bengaluru WH,South,12,10,351.62,723.67,34,21,4,3,Completed,144.86,0
ORD114144,2025-03-13,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Delhi WH,North,34,28,54.19,97.88,170,67,7,6,Completed,383.72,0
ORD114145,2025-12-25,P017,Water Bottle,Accessories,S003,Metro Wholesale,Bengaluru WH,South,19,1,181.07,333.17,48,43,13,,Pending,289.94,0
ORD114146,2025-12-07,P007,Office Chair,Furniture,S008,Apex Supplies,Hyderabad WH,South,2,2,4853.66,6788.15,41,12,2,2,Completed,54.0,0
ORD114147,2025-06-04,P018,Desk Organizer,Accessories,S002,Prime Components,Bengaluru WH,South,14,13,144.11,313.98,59,23,13,14,Completed,154.94,0
ORD114148,2025-10-10,P013,Marker Set,Stationery,S002,Prime Components,Delhi WH,North,23,21,103.47,198.95,81,34,8,11,Completed,188.83,0
ORD114149,2025-12-21,P016,Laptop Sleeve,Accessories,S006,National Distributors,Mumbai WH,West,14,13,343.07,697.83,38,25,9,10,Completed,128.13,1
ORD114150,2025-11-21,P005,Power Bank,Electronics,S006,National Distributors,Pune WH,West,14,10,714.41,1180.53,21,26,5,3,Completed,176.13,0
ORD114151,2025-04-27,P010,Desk Lamp,Furniture,S008,Apex Supplies,Mumbai WH,West,14,14,640.08,1136.49,17,27,11,9,Completed,229.1,0
ORD114152,2025-07-04,P018,Desk Organizer,Accessories,S001,TechSource India,Pune WH,West,18,0,143.15,297.15,55,35,14,,Cancelled,181.96,0
ORD114153,2025-02-04,P001,Wireless Mouse,Electronics,S008,Apex Supplies,Delhi WH,North,13,13,85.98,150.18,37,23,9,9,Completed,156.87,0
ORD114154,2025-07-06,P009,Bookshelf,Furniture,S007,Global Goods India,Bengaluru WH,South,5,4,2834.01,4215.03,8,5,5,3,Completed,92.5,0
ORD114155,2025-01-17,P016,Laptop Sleeve,Accessories,S002,Prime Components,Delhi WH,North,12,11,345.59,718.72,84,27,10,13,Completed,198.74,0
ORD114156,2025-02-23,P015,Backpack,Accessories,S007,Global Goods India,Delhi WH,North,16,16,702.14,1264.62,44,15,7,5,Completed,242.56,0
ORD114157,2025-05-24,P017,Water Bottle,Accessories,S007,Global Goods India,Bengaluru WH,South,19,1,187.04,329.38,85,43,7,,Pending,259.77,0
ORD114158,2025-02-15,P015,Backpack,Accessories,S001,TechSource India,Hyderabad WH,South,15,10,673.32,1349.7,54,21,12,10,Completed,212.73,1
ORD114159,2025-04-12,P019,Running Shoes,Sports,S001,TechSource India,Bengaluru WH,South,12,1,1782.24,2893.71,52,20,7,,Pending,108.16,0
ORD114160,2025-08-29,P011,Notebook Pack,Stationery,S006,National Distributors,Delhi WH,North,22,17,94.17,179.45,21,32,14,14,Completed,282.0,0
ORD114161,2025-12-13,P013,Marker Set,Stationery,S005,Urban Supply Co,Delhi WH,North,19,19,112.62,194.36,44,33,11,13,Completed,157.3,0
ORD114162,2025-04-10,P017,Water Bottle,Accessories,S007,Global Goods India,Delhi WH,North,24,17,164.89,345.1,69,36,15,17,Completed,160.15,1
ORD114163,2025-08-20,P015,Backpack,Accessories,S008,Apex Supplies,Bengaluru WH,South,15,14,719.87,1320.05,11,26,11,12,Completed,231.13,0
ORD114164,2025-06-22,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Bengaluru WH,South,9,9,1431.16,2327.37,7,11,9,8,Completed,158.28,0
ORD114165,2025-08-28,P007,Office Chair,Furniture,S008,Apex Supplies,Hyderabad WH,South,5,0,4638.32,7061.09,19,10,8,,Pending,70.29,0
ORD114166,2025-02-14,P011,Notebook Pack,Stationery,S007,Global Goods India,Hyderabad WH,South,24,23,84.2,177.53,79,37,2,2,Completed,264.24,1
ORD114167,2025-09-23,P015,Backpack,Accessories,S005,Urban Supply Co,Pune WH,West,13,0,680.2,1306.07,21,15,9,,Cancelled,128.58,0
ORD114168,2025-08-03,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Hyderabad WH,South,23,20,86.69,181.89,133,50,12,10,Completed,271.73,1
ORD114169,2025-07-31,P016,Laptop Sleeve,Accessories,S006,National Distributors,Hyderabad WH,South,13,11,342.94,672.72,63,30,15,17,Completed,133.77,0
ORD114170,2025-01-29,P017,Water Bottle,Accessories,S005,Urban Supply Co,Bengaluru WH,South,23,20,193.66,342.3,119,36,2,1,Completed,257.99,0
ORD114171,2025-12-18,P005,Power Bank,Electronics,S004,Reliable Traders,Bengaluru WH,South,11,9,687.24,1267.21,65,27,14,15,Completed,183.02,0
ORD114172,2025-03-05,P013,Marker Set,Stationery,S001,TechSource India,Bengaluru WH,South,12,11,106.55,203.15,46,35,11,13,Completed,169.24,0
ORD114173,2025-01-06,P012,Ball Pen Pack,Stationery,S006,National Distributors,Bengaluru WH,South,31,1,52.36,102.21,162,53,11,,Pending,273.07,0
ORD114174,2025-02-23,P004,Bluetooth Speaker,Electronics,S003,Metro Wholesale,Pune WH,West,12,12,959.12,1633.56,30,18,7,5,Completed,99.7,0
ORD114175,2025-09-05,P011,Notebook Pack,Stationery,S002,Prime Components,Mumbai WH,West,28,25,92.12,183.84,61,30,14,12,Completed,229.46,0
ORD114176,2025-02-20,P011,Notebook Pack,Stationery,S004,Reliable Traders,Hyderabad WH,South,15,15,89.65,181.79,75,55,12,15,Completed,102.86,1
ORD114177,2025-12-09,P017,Water Bottle,Accessories,S001,TechSource India,Bengaluru WH,South,30,30,176.61,348.44,131,43,4,6,Completed,320.34,0
ORD114178,2025-08-16,P010,Desk Lamp,Furniture,S004,Reliable Traders,Mumbai WH,West,11,6,687.65,1065.01,20,21,3,6,Completed,183.61,0
ORD114179,2025-04-26,P002,Mechanical Keyboard,Electronics,S007,Global Goods India,Mumbai WH,West,12,9,1403.11,2304.75,35,13,5,8,Completed,202.17,0
ORD114180,2025-01-14,P011,Notebook Pack,Stationery,S006,National Distributors,Delhi WH,North,16,13,91.98,172.2,149,45,12,14,Completed,173.45,2
ORD114181,2025-02-05,P017,Water Bottle,Accessories,S001,TechSource India,Bengaluru WH,South,24,0,187.82,350.05,45,32,8,,Cancelled,235.59,0
ORD114182,2025-09-03,P012,Ball Pen Pack,Stationery,S003,Metro Wholesale,Bengaluru WH,South,24,18,53.28,98.39,218,71,5,6,Completed,158.49,0
ORD114183,2025-06-25,P006,LED Monitor,Electronics,S006,National Distributors,Mumbai WH,West,7,1,7166.87,9980.36,10,5,9,,Pending,118.76,0
ORD114184,2025-09-03,P018,Desk Organizer,Accessories,S008,Apex Supplies,Pune WH,West,14,12,138.21,285.9,79,40,5,6,Completed,103.89,1
ORD114185,2025-05-23,P003,USB-C Cable,Electronics,S004,Reliable Traders,Mumbai WH,West,26,26,119.55,251.57,58,42,15,17,Completed,356.92,1
ORD114186,2025-03-14,P006,LED Monitor,Electronics,S008,Apex Supplies,Bengaluru WH,South,6,5,7200.27,10334.88,16,7,6,5,Completed,89.88,0
ORD114187,2025-11-19,P010,Desk Lamp,Furniture,S001,TechSource India,Mumbai WH,West,18,18,697.32,1123.6,33,21,14,12,Completed,167.64,1
ORD114188,2025-06-22,P015,Backpack,Accessories,S008,Apex Supplies,Bengaluru WH,South,12,12,686.37,1321.54,23,22,11,13,Completed,127.65,0
ORD114189,2025-12-04,P017,Water Bottle,Accessories,S002,Prime Components,Hyderabad WH,South,29,0,179.35,353.91,73,53,4,,Pending,259.39,0
ORD114190,2025-03-06,P001,Wireless Mouse,Electronics,S006,National Distributors,Pune WH,West,12,9,88.65,148.1,35,31,12,12,Completed,188.28,0
ORD114191,2025-08-08,P016,Laptop Sleeve,Accessories,S001,TechSource India,Hyderabad WH,South,10,6,372.94,701.39,20,26,12,13,Completed,132.24,0
ORD114192,2025-04-19,P015,Backpack,Accessories,S008,Apex Supplies,Pune WH,West,12,9,687.51,1294.04,41,15,3,5,Completed,159.89,0
ORD114193,2025-04-17,P018,Desk Organizer,Accessories,S002,Prime Components,Bengaluru WH,South,25,18,139.26,289.51,57,22,9,8,Completed,278.81,1
ORD114194,2025-10-11,P018,Desk Organizer,Accessories,S003,Metro Wholesale,Delhi WH,North,23,1,142.54,284.71,129,37,9,,Pending,227.09,0
ORD114195,2025-01-08,P016,Laptop Sleeve,Accessories,S006,National Distributors,Mumbai WH,West,17,13,354.8,697.18,73,22,5,7,Completed,171.92,0
ORD114196,2025-07-04,P003,USB-C Cable,Electronics,S001,TechSource India,Mumbai WH,West,21,18,117.03,257.46,89,37,7,9,Completed,188.92,0
ORD114197,2025-06-20,P006,LED Monitor,Electronics,S005,Urban Supply Co,Bengaluru WH,South,7,6,7216.96,9438.67,6,6,11,12,Completed,140.62,0
ORD114198,2025-12-18,P019,Running Shoes,Sports,S003,Metro Wholesale,Pune WH,West,8,0,1907.54,3041.57,9,13,10,,Cancelled,83.6,0
ORD114199,2025-01-17,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Hyderabad WH,South,31,30,57.3,99.62,36,71,4,7,Completed,171.65,1
ORD114200,2025-12-08,P011,Notebook Pack,Stationery,S003,Metro Wholesale,Mumbai WH,West,26,22,86.32,179.25,155,48,6,4,Completed,176.22,0
ORD114201,2025-12-25,P018,Desk Organizer,Accessories,S007,Global Goods India,Delhi WH,North,18,16,140.13,297.14,90,28,3,6,Completed,243.08,0
ORD114202,2025-03-20,P017,Water Bottle,Accessories,S004,Reliable Traders,Mumbai WH,West,11,11,184.64,333.08,45,28,4,2,Completed,117.87,0
ORD114203,2025-08-13,P015,Backpack,Accessories,S007,Global Goods India,Hyderabad WH,South,9,0,721.89,1317.19,10,22,14,,Pending,132.83,0
ORD114204,2025-10-23,P018,Desk Organizer,Accessories,S001,TechSource India,Pune WH,West,24,20,137.21,300.99,117,42,3,1,Completed,122.1,0
ORD114205,2025-12-25,P002,Mechanical Keyboard,Electronics,S006,National Distributors,Delhi WH,North,8,6,1496.12,2289.71,5,11,12,12,Completed,125.48,0
ORD114206,2025-05-05,P015,Backpack,Accessories,S004,Reliable Traders,Delhi WH,North,12,11,752.29,1254.19,48,19,3,2,Completed,129.11,0
ORD114207,2025-04-10,P020,Yoga Mat,Sports,S005,Urban Supply Co,Delhi WH,North,12,9,446.66,826.8,51,25,14,13,Completed,167.93,0
ORD114208,2025-05-20,P001,Wireless Mouse,Electronics,S007,Global Goods India,Pune WH,West,18,15,80.94,141.0,98,29,5,8,Completed,239.48,0
ORD114209,2025-04-17,P004,Bluetooth Speaker,Electronics,S006,National Distributors,Pune WH,West,10,9,998.69,1545.42,32,13,5,5,Completed,108.16,1
ORD114210,2025-08-05,P016,Laptop Sleeve,Accessories,S003,Metro Wholesale,Hyderabad WH,South,14,10,341.17,706.75,51,28,12,11,Completed,165.72,0
ORD114211,2025-12-06,P011,Notebook Pack,Stationery,S002,Prime Components,Mumbai WH,West,25,25,91.67,174.9,142,49,14,13,Completed,359.23,0
ORD114212,2025-07-03,P002,Mechanical Keyboard,Electronics,S008,Apex Supplies,Hyderabad WH,South,6,6,1455.91,2156.54,30,16,4,2,Completed,74.74,1
ORD114213,2025-10-23,P005,Power Bank,Electronics,S003,Metro Wholesale,Hyderabad WH,South,17,15,703.38,1256.01,30,24,4,4,Completed,243.03,0
ORD114214,2025-12-07,P006,LED Monitor,Electronics,S001,TechSource India,Delhi WH,North,9,6,7446.67,10070.56,5,8,13,16,Completed,137.93,0
ORD114215,2025-12-21,P006,LED Monitor,Electronics,S003,Metro Wholesale,Pune WH,West,5,0,7447.95,10096.8,6,6,3,,Pending,93.72,0
ORD114216,2025-11-26,P018,Desk Organizer,Accessories,S001,TechSource India,Mumbai WH,West,12,8,141.29,298.66,70,32,6,6,Completed,110.04,0
ORD114217,2025-05-12,P014,Printer Paper,Stationery,S006,National Distributors,Pune WH,West,18,18,213.04,347.77,44,25,13,15,Completed,168.78,0
